job_name,mean_salary,max_salary,min_salary,first_grad,second_grad,third_grad,fourth_grad,fiveth_grad,first_department,second_department,third_department,fourth_department,fiveth_department,first_school,second_school,third_school,fourth_school,fiveth_school,first_skill,second_skill,third_skill,fourth_skill,fiveth_skill,number_of_entries ,job_adv.,total_participants,male,female
Saha Mühendisi, 4.260, 2.030, 6.490,İnşaat Mühendisliği, Makine Mühendisliği, Elektrik/Elektronik Mühendisliği, Jeoloji Mühendisliği, İnşaat (MYO), Yapı, Enerji, Elektrik & Elektronik, Hizmet, Maden ve Metal Sanayi, Yıldız Teknik Üniversitesi (YTÜ), Karadeniz Teknik Üniversitesi (KTÜ), İstanbul Teknik Üniversitesi (İTÜ), Sakarya Üniversitesi, Kocaeli Üniversitesi, AutoCAD,C++,Hakediş Düzenlenmesi,ideCAD Statik,MATLAB,435,133.0,7.406, 92.9, 7.1
Saha Operasyon Elemanı, 2.840, 2.020, 3.680,İşletme, Elektrik (MYO), Dış Ticaret (MYO), Lojistik (MYO), Bilgisayar Teknolojisi ve Programlama (MYO), Taşımacılık, Telekomünikasyon, Denizcilik, Enerji, Hizmet, Anadolu Üniversitesi, Kocaeli Üniversitesi, Trakya Üniversitesi, Sakarya Üniversitesi, Çukurova Üniversitesi, AutoCAD,Elektrik/Elektronik,-, -, -, 31,2.0,810, 91.3, 8.7
Saha Satış Elemanı, 2.630, 2.020, 3.590,İşletme, İktisat, Kamu Yönetimi, Dış Ticaret (MYO), Pazarlama (MYO), Gıda, Bilişim, Telekomünikasyon, Enerji, Finans - Ekonomi, Anadolu Üniversitesi, Selçuk Üniversitesi, Akdeniz Üniversitesi, Atatürk Üniversitesi, İstanbul Üniversitesi (İÜ), Saha Satış,Satış Yönetimi,-, -, -, 60,72.0,3.622, 68.7, 31.3
Saha Satış Müdürü, 7.360, 3.960, 11.020,İşletme, Makine Mühendisliği, İktisat, Uluslararası İlişkiler, İşletme (İngilizce), Enerji, Gıda, Taşımacılık, Yapı, Otomotiv, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Yıldız Teknik Üniversitesi (YTÜ), Dokuz Eylül Üniversitesi, Uludağ Üniversitesi, AutoCAD,Bütçe planlama ve raporlama,Cari Hesap ve Finans Takibi,CRM,Depo Ve Lojistik Yönetimi,26,144.0,1.386, 84.8, 15.8
Saha Satış Temsilcisi, 2.980, 2.020, 4.630,İşletme, İktisat, Kamu Yönetimi, Pazarlama (MYO), İşletme Yönetimi, Gıda, Telekomünikasyon, Bilişim, Finans - Ekonomi, Sağlık, Anadolu Üniversitesi, Selçuk Üniversitesi, Kocaeli Üniversitesi, İstanbul Üniversitesi (İÜ), Manisa Celal Bayar Üniversitesi, AutoCAD,Pazarlama Stratejisi,Saha Satış,Satış Yönetimi,-, 45,3.102,3.107, 77.6, 22.3
Saha Satış Uzmanı, 3.370, 2.020, 5.070,İşletme, İktisat, Kamu Yönetimi, Pazarlama, Dış Ticaret (MYO), Bilişim, Telekomünikasyon, Gıda, Sağlık, Güvenlik, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Dokuz Eylül Üniversitesi, Kocaeli Üniversitesi, Uludağ Üniversitesi, AutoCAD,Logo Tiger,Müşteri Hizmetleri Operasyon Yönetimi,Saha Satış,Satış Yönetimi,47,1.587,1.684, 81.4, 18.6
Sanal Gerçeklik Uzmanı, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,0.0,-, -, -
Sanat Yönetmeni, 4.470, 2.570, 6.380,Grafik Tasarımı, Grafik, Güzel Sanatlar, Resim, Görsel İletişim Tasarımı, Reklam ve Tanıtım, Medya, Eğlence - Kültür - Sanat, Bilişim, Basım - Yayın, Anadolu Üniversitesi, Marmara Üniversitesi, Mimar Sinan Güzel Sanatlar Üniversitesi, İstanbul Üniversitesi (İÜ), Dokuz Eylül Üniversitesi, Adobe After Effects,Adobe Dreamweaver,Adobe Flash,Adobe Illustrator,Adobe Indesign,27,8.0,1.182, 61, 39
Santral Memuru, 3.000, 2.020, 4.040,İşletme, Turizm ve Otel İşletmeciliği (MYO), Halkla İlişkiler, Büro Yönetimi ve Sekreterlik (MYO), Muhasebe (MYO), Turizm, Tekstil, Eğitim, Sağlık, Hizmet, Anadolu Üniversitesi, Kocaeli Üniversitesi, Selçuk Üniversitesi, Afyon Kocatepe Üniversitesi, Süleyman Demirel Üniversitesi, Adobe Flash,Adobe Photoshop,FATURA,MS SQL Server,Sosyal Medya Yönetimi,13,1.0,989, 13.4, 86.5
SAP Danışmanı, 4.630, 2.020, 7.710,Endüstri Mühendisliği, Bilgisayar Mühendisliği, İşletme, İşletme Enformatiği, İktisat, Bilişim, Danışmanlık, Otomotiv, Enerji, Tekstil, Marmara Üniversitesi, Yıldız Teknik Üniversitesi (YTÜ), İstanbul Üniversitesi (İÜ), Sakarya Üniversitesi, Kocaeli Üniversitesi, AutoCAD,C#,CSS,HTML,Java,64,148.0,804, 56.6, 43.4
SAP Destek Uzmanı, 4.950, 3.500, 6.570,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 10,0.0,-, -, -
SAP HR Danışmanı, 5.720, 2.020, 9.650,Endüstri Mühendisliği, İşletme, Bilgisayar Mühendisliği, İşletme (İngilizce), Uluslararası İlişkiler, Bilişim, Danışmanlık, Otomotiv, Üretim / Endüstriyel Ürünler, Telekomünikasyon, Marmara Üniversitesi, İstanbul Teknik Üniversitesi (İTÜ), Yıldız Teknik Üniversitesi (YTÜ), Kocaeli Üniversitesi, İstanbul Üniversitesi (İÜ), Analiz Yöntemleri,AutoCAD,İnsan Kaynakları Yönetimi,MS Project,MySQL,11,0.0,166, 48.2, 51.8
SAP Proje Yöneticisi, 11.050, 7.080, 15.020,Endüstri Mühendisliği, Bilgisayar Mühendisliği, İşletme, İktisat, Bilgisayar Teknolojisi ve Programlama (MYO), Bilişim, Otomotiv, Danışmanlık, Perakende, Kimya, İstanbul Üniversitesi (İÜ), İstanbul Teknik Üniversitesi (İTÜ), Orta Doğu Teknik Üniversitesi (ODTÜ), Marmara Üniversitesi, Yıldız Teknik Üniversitesi (YTÜ), ERP,ERP - Kurumsal Kaynak Uygulamaları,İş ve süreç analizi,MS Project,MS SQL Server,26,15.0,196, 61.2, 38.8
SAP Uzmanı, 4.760, 2.500, 7.950,Endüstri Mühendisliği, İşletme, Bilgisayar Mühendisliği, Bilgisayar Teknolojisi ve Programlama (MYO), İktisat, Enerji, Otomotiv, Bilişim, Gıda, Kimya, Yıldız Teknik Üniversitesi (YTÜ), Anadolu Üniversitesi, İstanbul Teknik Üniversitesi (İTÜ), Marmara Üniversitesi, Eskişehir Osmangazi Üniversitesi, C,ERP,İş Analizi,MS SQL Server,Proje Yönetimi,23,129.0,229, 53.7, 46.3
Satın Alma Direktörü, 7.670, 3.500, 12.880,İşletme, Makine Mühendisliği, İktisat, Endüstri Mühendisliği, Uluslararası İlişkiler, Yapı, Gıda, Tekstil, Turizm, Üretim / Endüstriyel Ürünler, Anadolu Üniversitesi, İstanbul Teknik Üniversitesi (İTÜ), İstanbul Üniversitesi (İÜ), Orta Doğu Teknik Üniversitesi (ODTÜ), Uludağ Üniversitesi, Bütçe planlama ve raporlama,Cari Hesap ve Finans Takibi,Depo Ve Lojistik Yönetimi,Depo Ve Stok Yönetimi,ERP Lojistik,34,0.0,605, 70.2, 29.8
Satın Alma Elemanı, 3.060, 2.020, 4.340,İşletme, İktisat, Dış Ticaret (MYO), Muhasebe (MYO), Kamu Yönetimi, Tekstil, Yapı, Gıda, Sağlık, Otomotiv, Anadolu Üniversitesi, Kocaeli Üniversitesi, Uludağ Üniversitesi, Selçuk Üniversitesi, Süleyman Demirel Üniversitesi, AutoCAD,LOGO,Logo Tiger,Ön Muhasebe,SAP,207,0.0,4.279, 50.5, 49.5
Satın Alma Müdürü, 7.280, 2.470, 12.090,İşletme, Makine Mühendisliği, Endüstri Mühendisliği, İktisat, Kamu Yönetimi, Yapı, Turizm, Gıda, Otomotiv, Tekstil, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Yıldız Teknik Üniversitesi (YTÜ), İstanbul Teknik Üniversitesi (İTÜ), Dokuz Eylül Üniversitesi, AutoCAD,Depo Ve Lojistik Yönetimi,Depo Ve Stok Yönetimi,Fiyat Analizleri,Logo Tiger,270,0.0,4.823, 76.9, 23.1
Satın Alma Mühendisi, 5.180, 2.650, 7.710,Makine Mühendisliği, Endüstri Mühendisliği, Metalurji ve Malzeme Mühendisliği, Kimya Mühendisliği, Elektrik/Elektronik Mühendisliği, Otomotiv, Üretim / Endüstriyel Ürünler, Yapı, Elektrik & Elektronik, Maden ve Metal Sanayi, Yıldız Teknik Üniversitesi (YTÜ), Kocaeli Üniversitesi, İstanbul Teknik Üniversitesi (İTÜ), Sakarya Üniversitesi, Eskişehir Osmangazi Üniversitesi, AutoCAD,C,C#,CANIAS ERP,CATIA,229,0.0,1.670, 62, 38
Satın Alma Sorumlusu, 3.390, 2.020, 4.830,İşletme, İktisat, Dış Ticaret (MYO), Kamu Yönetimi, Endüstri Mühendisliği, Yapı, Tekstil, Otomotiv, Gıda, Üretim / Endüstriyel Ürünler, Anadolu Üniversitesi, Kocaeli Üniversitesi, Uludağ Üniversitesi, İstanbul Üniversitesi (İÜ), Sakarya Üniversitesi, AutoCAD,Depo Ve Lojistik Yönetimi,Depo Ve Stok Yönetimi,Logo Tiger,Muhasebe,156,0.0,6.810, 60.5, 39.5
Satın Alma Uzman yardımcısı, 3.210, 2.020, 4.600,İşletme, Endüstri Mühendisliği, İktisat, Kimya Mühendisliği, Uluslararası İlişkiler, Gıda, Sağlık, Tekstil, Perakende, Otomotiv, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Marmara Üniversitesi, Kocaeli Üniversitesi, Sakarya Üniversitesi, AutoCAD,Genel Muhasebe,MATLAB,Raporlama,SAP,47,0.0,854, 46.7, 53.3
Satın Alma Uzmanı, 4.300, 2.310, 6.280,İşletme, Endüstri Mühendisliği, İktisat, Makine Mühendisliği, Kimya Mühendisliği, Otomotiv, Yapı, Gıda, Sağlık, Tekstil, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Kocaeli Üniversitesi, Uludağ Üniversitesi, Sakarya Üniversitesi, AutoCAD,Depo Ve Lojistik Yönetimi,ERP,Logo Tiger,Maliyet Analizleri,314,0.0,5.934, 56.7, 43.3
Satış Danışmanı, 2.520, 2.020, 3.210,İşletme, İktisat, Kamu Yönetimi, Dış Ticaret (MYO), İşletme Yönetimi, Tekstil, Ticaret, Otomotiv, Ev Eşyaları, Hizmet, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Kocaeli Üniversitesi, Selçuk Üniversitesi, Süleyman Demirel Üniversitesi, AutoCAD,Satış Yönetimi,-, -, -, 3608,15.352,234.702, 46.6, 53.3
Satış Destek Uzmanı, 3.450, 2.020, 5.070,İşletme, İktisat, Bilgisayar Teknolojisi ve Programlama (MYO), Uluslararası İlişkiler, Dış Ticaret (MYO), Telekomünikasyon, Bilişim, Otomotiv, Yapı, Kimya, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Kocaeli Üniversitesi, Sakarya Üniversitesi, Marmara Üniversitesi, AutoCAD,Cari Hesap ve Finans Takibi,CRM,LOGO,Logo Tiger,122,238.0,3.984, 31.4, 68.5
Satış Direktörü, 9.640, 4.510, 14.770,İşletme, İktisat, Makine Mühendisliği, İşletme (İngilizce), Endüstri Mühendisliği, Gıda, Bilişim, Yapı, Tekstil, Turizm, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Marmara Üniversitesi, İstanbul Teknik Üniversitesi (İTÜ), Uludağ Üniversitesi, Bütçe planlama ve raporlama,Müşteri Hizmetleri Operasyon Yönetimi,Pazarlama Stratejisi,Proje Yönetimi,Project Management,100,23.0,2.530, 76.3, 23.7
Satış Elemanı, 2.260, 2.020, 2.740,İşletme, İktisat, Turizm ve Otel İşletmeciliği (MYO), Turizm ve Seyahat İşletmeciliği (MYO), Kamu Yönetimi, Turizm, Tekstil, Taşımacılık, Hizmet, Gıda, Anadolu Üniversitesi, Selçuk Üniversitesi, İstanbul Üniversitesi (İÜ), Kocaeli Üniversitesi, Atatürk Üniversitesi, Satış ve Pazarlama,Microsoft Office,Bilgisayar,Microsoft Office Word,Microsoft Office Excel,797,25.0,12.046, 45, 55
Satış Geliştirme Uzmanı, 3.530, 2.300, 5.360,İşletme, Endüstri Mühendisliği, İktisat, Çalışma Ekonomisi ve Endüstri İlişkileri, Uluslararası İlişkiler, Gıda, Hızlı Tüketim Malları, Telekomünikasyon, Bilişim, Ticaret, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Yıldız Teknik Üniversitesi (YTÜ), Marmara Üniversitesi, Kocaeli Üniversitesi, AutoCAD,Business Development,Business Marketing,CRM,Data Analysis,14,2.0,372, 63.4, 36.5
Satış Geliştirme Yöneticisi, -, -, -, İşletme, Endüstri Mühendisliği, İktisat, İşletme (İngilizce), Kamu Yönetimi, Gıda, Hızlı Tüketim Malları, Telekomünikasyon, Bilişim, Yapı, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), İstanbul Teknik Üniversitesi (İTÜ), Dokuz Eylül Üniversitesi, Uludağ Üniversitesi, Bütçe planlama ve raporlama,CRM,Denetleme,Depo Ve Stok Yönetimi,Dijital Pazarlama,-,1.0,294, 70.1, 29.9
Satış Müdürü, 7.110, 2.530, 11.690,İşletme, İktisat, Makine Mühendisliği, Kamu Yönetimi, Kimya Mühendisliği, Yapı, Otomotiv, Gıda, Turizm, Kimya, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Marmara Üniversitesi, İstanbul Teknik Üniversitesi (İTÜ), Uludağ Üniversitesi, AutoCAD,Bütçe planlama ve raporlama,CRM,Pazarlama Stratejisi,Proje Yönetimi,726,1.052,16.556, 74.9, 25.1
Satış Mühendisi, 4.730, 2.180, 7.280,Makine Mühendisliği, Metalurji ve Malzeme Mühendisliği, Elektrik/Elektronik Mühendisliği, Endüstri Mühendisliği, Kimya Mühendisliği, Elektrik & Elektronik, Üretim / Endüstriyel Ürünler, Yapı, Bilişim, Kimya, Yıldız Teknik Üniversitesi (YTÜ), Kocaeli Üniversitesi, İstanbul Teknik Üniversitesi (İTÜ), Sakarya Üniversitesi, İstanbul Üniversitesi (İÜ), AutoCAD,C++,CATIA,CRM,MATLAB,558,2.108,5.098, 75.3, 24.7
Satış Operasyon Müdürü, 13.250, 9.000, 18.180,İşletme, İktisat, İşletme (İngilizce), Uluslararası İlişkiler, Ekonometri, Gıda, Bilişim, Hızlı Tüketim Malları, Sağlık, Tekstil, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Marmara Üniversitesi, Hacettepe Üniversitesi, Uludağ Üniversitesi, Bütçe planlama ve raporlama,Depo Ve Lojistik Yönetimi,Finansal Analiz,Finansal Raporlama,Müşteri Hizmetleri Operasyon Yönetimi,16,0.0,341, 68.3, 31.7
Satış Operasyon Sorumlusu, 3.370, 2.170, 4.560,İşletme, İktisat, Uluslararası İlişkiler, Dış Ticaret (MYO), Kamu Yönetimi, Gıda, Otomotiv, Turizm, Kimya, Tekstil, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Kocaeli Üniversitesi, Trakya Üniversitesi, Sakarya Üniversitesi, Cari Hesap ve Finans Takibi,CRM,Depo Ve Lojistik Yönetimi,Genel Muhasebe,Muhasebe,42,27.0,1.326, 43.3, 56.7
Satış Operasyon Uzmanı, 4.360, 3.000, 6.050,İşletme, İktisat, İşletme (İngilizce), Endüstri Mühendisliği, Uluslararası İlişkiler, Gıda, Kimya, Enerji, Yapı, Taşımacılık, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Marmara Üniversitesi, Kocaeli Üniversitesi, Sakarya Üniversitesi, AutoCAD,Bütçe planlama ve raporlama,Cari Hesap İşlemleri,Cari Hesap ve Finans Takibi,CRM,36,33.0,829, 34.6, 65.4
Satış Pazarlama Elemanı, 3.240, 2.020, 4.530,İşletme, İktisat, Kamu Yönetimi, Dış Ticaret (MYO), Pazarlama (MYO), Gıda, Sağlık, Yapı, Tekstil, Turizm, Anadolu Üniversitesi, Selçuk Üniversitesi, Uludağ Üniversitesi, Kocaeli Üniversitesi, Akdeniz Üniversitesi, Cari Hesap ve Finans Takibi,Muhasebe,Pazarlama Stratejisi,Satış Yönetimi,STOK TAKİBİ,158,111.0,10.052, 70.7, 29.3
Satış Pazarlama Müdürü, 6.320, 2.800, 9.870,İşletme, İktisat, Turizm ve Otel İşletmeciliği (MYO), Turizm - Otelcilik, Kamu Yönetimi, Turizm, Yapı, Gıda, Sağlık, Tekstil, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Uludağ Üniversitesi, Dokuz Eylül Üniversitesi, Marmara Üniversitesi, AutoCAD,Bütçe planlama ve raporlama,Maliyet Analizleri,Pazarlama Stratejisi,Proje Yönetimi,63,35.0,3.409, 71.6, 28.3
Satış Pazarlama Uzmanı, 3.750, 2.360, 5.130,İşletme, İktisat, Kamu Yönetimi, Uluslararası İlişkiler, İşletme (İngilizce), Yapı, Sağlık, Tekstil, Kimya, Maden ve Metal Sanayi, Anadolu Üniversitesi, Kocaeli Üniversitesi, İstanbul Üniversitesi (İÜ), Uludağ Üniversitesi, Sakarya Üniversitesi, AutoCAD,Cari Hesap İşlemleri,Müşteri Hizmetleri Operasyon Yönetimi,Pazarlama Stratejisi,Photoshop,47,132.0,2.720, 65.5, 34.6
Satış Sorumlusu, 3.440, 2.020, 5.180,İşletme, İktisat, Kamu Yönetimi, Dış Ticaret (MYO), Muhasebe (MYO), Tekstil, Gıda, Yapı, Ticaret, Otomotiv, Anadolu Üniversitesi, Kocaeli Üniversitesi, İstanbul Üniversitesi (İÜ), Uludağ Üniversitesi, Selçuk Üniversitesi, 3D Studio Max,AutoCAD,Google SketchUp,Photoshop,SAP,195,1.014,13.144, 55, 45
Satış Temsilcisi, 3.170, 2.020, 4.560,İşletme, İktisat, Kamu Yönetimi, İşletme (İngilizce), Pazarlama (MYO), Tekstil, Gıda, Hizmet, Sağlık, Ticaret, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Selçuk Üniversitesi, Marmara Üniversitesi, Kocaeli Üniversitesi, AutoCAD,Photoshop,SAP,Satış Yönetimi,-, 940,7.597,40.711, 59.1, 40.9
Satış Uzmanı, 4.150, 2.070, 6.240,İşletme, İktisat, Kamu Yönetimi, Uluslararası İlişkiler, Dış Ticaret (MYO), Yapı, Tekstil, Sağlık, Kimya, Otomotiv, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Kocaeli Üniversitesi, Marmara Üniversitesi, Dokuz Eylül Üniversitesi, AutoCAD,CRM,Pazarlama Stratejisi,Raporlama,SAP,398,3.654,6.295, 60.3, 39.7
Satış ve Pazarlama Direktörü, 14.360, 9.900, 18.820,İşletme, Makine Mühendisliği, İktisat, İşletme (İngilizce), Turizm - Otelcilik, Turizm, Yapı, Gıda, Tekstil, Elektrik & Elektronik, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Dokuz Eylül Üniversitesi, Yıldız Teknik Üniversitesi (YTÜ), Uludağ Üniversitesi, Bütçe planlama ve raporlama,Dijital Pazarlama,Marketing,Mobil Pazarlama,Pazarlama Stratejisi,20,0.0,482, 78.1, 21.8
Satış ve Pazarlama Müdürü, 6.690, 3.130, 10.260,İşletme, İktisat, Makine Mühendisliği, Turizm - Otelcilik, Endüstri Mühendisliği, Yapı, Turizm, Bilişim, Sağlık, Gıda, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Marmara Üniversitesi, İstanbul Teknik Üniversitesi (İTÜ), Dokuz Eylül Üniversitesi, Bütçe planlama ve raporlama,CRM,Dijital Pazarlama,Müşteri Hizmetleri Operasyon Yönetimi,Pazarlama Stratejisi,57,20.0,2.413, 75.2, 24.8
Satış ve Pazarlama Uzmanı, 3.830, 2.150, 5.520,İşletme, İktisat, Uluslararası İlişkiler, Kamu Yönetimi, İşletme (İngilizce), Yapı, Gıda, Maden ve Metal Sanayi, Tekstil, Sağlık, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Kocaeli Üniversitesi, Marmara Üniversitesi, Uludağ Üniversitesi, CRM,Dijital Pazarlama,Pazarlama Stratejisi,Proje Yönetimi,Raporlama,55,42.0,1.625, 66, 34
Satranç Öğretmeni, 2.580, 2.300, 3.000,İşletme, Sosyoloji, Okul Öncesi Öğretmenlik, Matematik-Bilgisayar, Çocuk Gelişimi ve Eğitimi, Eğitim, Hizmet, Danışmanlık, Bilişim, Finans - Ekonomi, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Bahçeşehir Üniversitesi, Ege Üniversitesi, Ondokuz Mayıs Üniversitesi, Genel Muhasebe,Sosyal Medya Yönetimi,-, -, -, 6,3.0,359, 47.7, 52.3
Savcı, 10.740, 9.580, 12.630,-, -, -, -, -, -, -, -, -, -, Marmara Üniversitesi, İstanbul Üniversitesi (İÜ), Ankara Üniversitesi, Kocaeli Üniversitesi, Selçuk Üniversitesi, Cari Hesap ve Finans Takibi,Çatışma Yönetimi,Evrak Takibi,İnsan Kaynakları Yönetimi,İş hukuku,5,0.0,57, 85.7, 14.3
Sayfa Tasarımcısı, 3.150, 2.300, 4.600,Gazetecilik, Tasarım ve Basım-Yayımcılık (MYO), İşletme, Grafik Tasarımı (MYO), Grafik Tasarımı, Medya, Basım - Yayın, Reklam ve Tanıtım, Eğitim, Gıda, Anadolu Üniversitesi, Selçuk Üniversitesi, Marmara Üniversitesi, İstanbul Arel Üniversitesi, İstanbul Üniversitesi (İÜ), Adobe Dreamweaver,Adobe Flash,Adobe Illustrator,Adobe Indesign,Adobe Photoshop,3,0.0,252, 42.9, 57.2
Sayısal Tasarım Mühendisi, 4.150, 3.500, 5.930,Elektrik/Elektronik Mühendisliği, Elektronik ve Haberleşme Müh., Elektronik Mühendisliği, Bilgisayar Mühendisliği, İktisat, Üretim / Endüstriyel Ürünler, Elektrik & Elektronik, Bilişim, Enerji, Hizmet, Hacettepe Üniversitesi, Orta Doğu Teknik Üniversitesi (ODTÜ), İhsan Doğramacı Bilkent Üniversitesi, İstanbul Teknik Üniversitesi (İTÜ), Ankara Yıldırım Beyazıt Üniversitesi, Altium Desinger,C,C#,C++,FPGA,9,7.0,108, 89.8, 10.2
Sayman, -, -, -, İşletme, İktisat, Muhasebe (MYO), Kamu Yönetimi, Maliye, Hizmet, Tekstil, Topluluklar, Eğitim, Havacılık, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Dokuz Eylül Üniversitesi, Uludağ Üniversitesi, Karadeniz Teknik Üniversitesi (KTÜ), Adobe After Effects,AutoCAD,Genel Muhasebe,Muhasebe,Ön Muhasebe,-,0.0,317, 71.2, 28.8
Segment Yöneticisi, 7.920, 5.500, 11.350,Makine Mühendisliği, Endüstri Mühendisliği, İşletme, İktisat, İşletme (İngilizce), Finans - Ekonomi, Telekomünikasyon, Kimya, Bilişim, Yapı, Yıldız Teknik Üniversitesi (YTÜ), İstanbul Teknik Üniversitesi (İTÜ), Boğaziçi Üniversitesi, Marmara Üniversitesi, İstanbul Üniversitesi (İÜ), Bankacılık/Finans,Bütçe planlama ve raporlama,CRM,Mobil Pazarlama,MS Access,6,0.0,103, 58.3, 41.7
Sekreter, 2.400, 2.020, 2.890,İşletme, Büro Yönetimi ve Yönetici Asistanlığı (MYO), Büro Yönetimi ve Sekreterlik (MYO), Kamu Yönetimi, Muhasebe (MYO), Yapı, Hizmet, Danışmanlık, Sağlık, Tekstil, Anadolu Üniversitesi, Selçuk Üniversitesi, Süleyman Demirel Üniversitesi, Kocaeli Üniversitesi, Atatürk Üniversitesi, BÜRO YÖNETİMİ VE SEKRETERLİK,Muhasebe,Ön Muhasebe,-, -, 590,877.0,66.280, 6.3, 93.8
Senarist / Senaryo Yazarı, -, -, -, Sinema ve Televizyon, Radyo - Sinema ve Televizyon, Tiyatro, İşletme, Tiyatro Eleştirmenliği ve Dramaturji, Medya, Eğlence - Kültür - Sanat, Reklam ve Tanıtım, Basım - Yayın, Eğitim, İstanbul Üniversitesi (İÜ), Anadolu Üniversitesi, Dokuz Eylül Üniversitesi, Ankara Üniversitesi, Marmara Üniversitesi, Adobe After Effects,Adobe Photoshop,Mac OS,Metin Yazarlığı,Sosyal Medya Yönetimi,-,0.0,269, 55.6, 44.4
Seramik Mühendisi, 7.330, 5.500, 10.880,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 3,1.0,-, -, -
Seramik Teknikeri, 3.200, 2.020, 4.560,Seramik (MYO), Cam-Seramik (MYO), Mimari Dekoratif Sanatlar (MYO), Seramik ve Cam, Seramik Sanatları, Üretim / Endüstriyel Ürünler, Yapı, Tekstil, Kaynak ve Kesme Ekipmanları, Sağlık, Çanakkale 18 Mart Üniversitesi, Ege Üniversitesi, Anadolu Üniversitesi, Dumlupınar Üniversitesi, Sakarya Üniversitesi, Adobe After Effects,Adobe Photoshop,AutoCAD,İnternet Bankacılığı,Mimari Çizim,4,1.0,127, 48.6, 51.4
Seramik Ustası, 6.500, 2.500, 12.350,İnşaat (MYO), Seramik Sanatları, İnşaat Teknolojisi, İşletme, Turizm İşletmeciliği ve Otelcilik, Yapı, Üretim / Endüstriyel Ürünler, Turizm, Hizmet, Eğitim, Anadolu Üniversitesi, Manisa Celal Bayar Üniversitesi, Ege Üniversitesi, Trakya Üniversitesi, Atatürk Üniversitesi, AutoCAD,Forklift Operatörü,Şantiye Yönetimi,-, -, 11,0.0,501, 74.6, 25.4
Serbest Muhasebeci, 2.920, 2.020, 4.120,İşletme, Muhasebe (MYO), Muhasebe, İktisat, Maliye, Hizmet, Gıda, Tekstil, Yapı, Turizm, Anadolu Üniversitesi, Selçuk Üniversitesi, Süleyman Demirel Üniversitesi, Karadeniz Teknik Üniversitesi (KTÜ), Sakarya Üniversitesi, BİLGİSAYARLI MUHASEBE,Bütçe planlama ve raporlama,Genel Muhasebe,İç Denetçilik Sertifikası,Logo Tiger,24,2.0,1.923, 40.3, 59.6
Servis Şoförü, 2.570, 2.020, 3.130,İşletme, Kamu Yönetimi, Elektrik (MYO), Makine (MYO), İktisat, Taşımacılık, Turizm, Bilişim, Eğitim, Gıda, Anadolu Üniversitesi, Kocaeli Üniversitesi, Atatürk Üniversitesi, Uludağ Üniversitesi, İstanbul Üniversitesi (İÜ), Src 2,Src 4,-, -, -, 56,84.0,6.291, 89.1, 10.8
Ses Mühendisi, 5.560, 2.500, 9.440,Müzik Teknolojisi, Elektrik/Elektronik Mühendisliği, Elektronik ve Haberleşme Müh., Bilgisayar Mühendisliği, İşletme, Eğlence - Kültür - Sanat, Telekomünikasyon, Medya, Elektrik & Elektronik, Eğitim, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Dokuz Eylül Üniversitesi, Yıldız Teknik Üniversitesi (YTÜ), Marmara Üniversitesi, Adobe After Effects,Adobe Illustrator,Adobe Photoshop,Autodesk Revit,Mac OS,10,1.0,165, 90.7, 9.3
